date,month,price_nominal,volume,price_real_lag1,price_real_lag2,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,target_price_real
2023-10-01,10,7.3856,224764706.11,1.466395486693103,1.4860049859137805,False,False,False,False,False,False,False,False,True,False,False,1.5226785419759197
2023-11-01,11,8.0487,261529757.34,1.5226785419759197,1.466395486693103,False,False,False,False,False,False,False,False,False,True,False,1.618740195486907
2023-12-01,12,8.465,259707386.95,1.618740195486907,1.5226785419759197,False,False,False,False,False,False,False,False,False,False,True,1.6549364613880742
2024-01-01,1,8.85045,244025163.21,1.6549364613880742,1.618740195486907,False,False,False,False,False,False,False,False,False,False,False,1.7164009774261113
2024-02-01,2,8.9187,148371806.65,1.7164009774261113,1.6549364613880742,True,False,False,False,False,False,False,False,False,False,False,1.6681068342498035
2024-03-01,3,8.8364,150040051.68,1.6681068342498035,1.7164009774261113,False,True,False,False,False,False,False,False,False,False,False,1.6296405584346123
2024-04-01,4,9.0696,104798031.25,1.6296405584346123,1.6681068342498035,False,False,True,False,False,False,False,False,False,False,False,1.6298745642094667
2024-05-01,5,9.199,95437602.64,1.6298745642094667,1.6296405584346123,False,False,False,True,False,False,False,False,False,False,False,1.6258682550062744
2024-06-01,6,8.7699,80218930.11,1.6258682550062744,1.6298745642094667,False,False,False,False,True,False,False,False,False,False,False,1.5337087494097692
2024-07-01,7,8.7605,102629735.03,1.5337087494097692,1.6258682550062744,False,False,False,False,False,True,False,False,False,False,False,1.5425316500272923
2024-08-01,8,8.9591,82180867.88,1.5425316500272923,1.5337087494097692,False,False,False,False,False,False,True,False,False,False,False,1.5744235906087445
2024-09-01,9,10.2222,207824759.51,1.5744235906087445,1.5425316500272923,False,False,False,False,False,False,False,True,False,False,False,1.7340458015267175
2024-10-01,10,10.47705,119165393.33,1.7340458015267175,1.5744235906087445,False,False,False,False,False,False,False,False,True,False,False,1.7154119457724804
2024-11-01,11,10.7156,136181551.6,1.7154119457724804,1.7340458015267175,False,False,False,False,False,False,False,False,False,True,False,1.700726914896994
2024-12-01,12,10.63365,108798561.09,1.700726914896994,1.7154119457724804,False,False,False,False,False,False,False,False,False,False,True,1.6773376869203105
2025-01-01,1,11.5,19535030.2,1.6773376869203105,1.700726914896994,False,False,False,False,False,False,False,False,False,False,False,1.7406308651692195
2025-02-01,2,11.1603,39163305.0,1.7406308651692195,1.6773376869203105,True,False,False,False,False,False,False,False,False,False,False,1.6395087482187716
2025-03-01,3,11.20425,32692870.2,1.6395087482187716,1.7406308651692195,False,True,False,False,False,False,False,False,False,False,False,1.6132132521273377
2025-04-01,4,11.8713,39364259.8,1.6132132521273377,1.6395087482187716,False,False,True,False,False,False,False,False,False,False,False,1.659486132856184
2025-05-01,5,11.57905,24959881.2,1.659486132856184,1.6132132521273377,False,False,False,True,False,False,False,False,False,False,False,1.620399395449075
2025-06-01,6,12.7804,37938457.5,1.620399395449075,1.659486132856184,False,False,False,False,True,False,False,False,False,False,False,1.6285120860357547
2025-07-01,7,12.71385,65093682.9,1.6285120860357547,1.620399395449075,False,False,False,False,False,True,False,False,False,False,False,1.5527797454749748
2025-08-01,8,12.4913,90183335.6,1.5527797454749748,1.6285120860357547,False,False,False,False,False,False,True,False,False,False,False,1.5362751970876531
2025-09-01,9,13.4118,223829601.4,1.5362751970876531,1.5527797454749748,False,False,False,False,False,False,False,True,False,False,False,1.6161326472821045
2025-10-01,10,13.8215,187896748.3,1.6161326472821045,1.5362751970876531,False,False,False,False,False,False,False,False,True,False,False,1.6343072684489952
2025-11-01,11,13.6284,96468438.16,1.6343072684489952,1.6161326472821045,False,False,False,False,False,False,False,False,False,True,False,1.6114743824715323
