"DateTime","Fiyat (open)","Fiyat (high)","Fiyat (low)","Fiyat (close)","Ağ. Ort. Fiyat","Hacim"
"2019-11-27 00:00:00",1.33,1.35,1.28,1.35,1.3209,283848.92
"2019-11-28 00:00:00",1.34,1.34,1.29,1.33,1.3323,328617.6
"2019-11-29 00:00:00",1.35,1.38,1.33,1.3475,1.3557,378362.31
"2019-12-02 00:00:00",1.351,1.37,1.35,1.37,1.3563,505619.84
"2019-12-03 00:00:00",1.32,1.37,1.32,1.37,1.3531,790491.4
"2019-12-04 00:00:00",1.36,1.385,1.32,1.375,1.3643,608872.9
"2019-12-05 00:00:00",1.35,1.385,1.35,1.36,1.3688,196398.7
"2019-12-06 00:00:00",1.365,1.375,1.35,1.365,1.3594,427379.4
"2019-12-09 00:00:00",1.35,1.38,1.35,1.359,1.367,395347.17
"2019-12-10 00:00:00",1.38,1.38,1.35,1.35,1.3606,264653.2
"2019-12-11 00:00:00",1.38,1.42,1.347,1.347,1.3622,412710.53
"2019-12-12 00:00:00",1.36,1.37,1.25,1.35,1.3409,359846.38
"2019-12-13 00:00:00",1.365,1.37,1.36,1.365,1.3619,224357.6
"2019-12-16 00:00:00",1.36,1.38,1.35,1.35,1.3646,1236864.6
"2019-12-17 00:00:00",1.36,1.37,1.34,1.34,1.343,133120.2
"2019-12-18 00:00:00",1.369,1.375,1.34,1.34,1.361,993686.5
"2019-12-19 00:00:00",1.363,1.365,1.339,1.339,1.3524,226611.2
"2019-12-20 00:00:00",1.36,1.39,1.36,1.37,1.3696,190128.4
"2019-12-23 00:00:00",1.35,1.37,1.35,1.363,1.3628,165503.32
"2019-12-24 00:00:00",1.35,1.365,1.25,1.35,1.3465,507223.02
"2019-12-25 00:00:00",1.355,1.38,1.33,1.33,1.3533,308930.5
"2019-12-26 00:00:00",1.36,1.38,1.34,1.36,1.3597,604036.24
"2019-12-27 00:00:00",1.355,1.37,1.33,1.34,1.3335,1371937
"2019-12-30 00:00:00",1.345,1.36,1.33,1.33,1.3436,1519070.15
"2019-12-31 00:00:00",1.355,1.36,1.33,1.355,1.3534,367186.54
"2020-01-02 00:00:00",1.3699,1.3699,1.34,1.34,1.3534,220584.84
"2020-01-03 00:00:00",1.39,1.39,1.35,1.35,1.3808,159122
"2020-01-06 00:00:00",1.38,1.38,1.38,1.38,1.38,13.8
"2020-01-07 00:00:00",1.355,1.355,1.35,1.355,1.3524,257356.5
"2020-01-08 00:00:00",1.35,1.365,1.35,1.35,1.3505,69822
"2020-01-09 00:00:00",1.355,1.375,1.35,1.375,1.3567,279334.5
"2020-01-10 00:00:00",1.35,1.36,1.35,1.355,1.3562,97428.8
"2020-01-13 00:00:00",1.267,1.36,1.267,1.35,1.3092,35991.1
"2020-01-14 00:00:00",1.36,1.36,1.3499,1.35,1.3516,151904.21
"2020-01-15 00:00:00",1.345,1.36,1.3,1.3,1.3387,157899.8
"2020-01-16 00:00:00",1.34,1.34,1.31,1.34,1.3211,62991.2
"2020-01-20 00:00:00",1.32,1.342,1.32,1.342,1.3319,122698.4
"2020-01-21 00:00:00",1.335,1.35,1.325,1.325,1.3405,59114.9
"2020-01-22 00:00:00",1.325,1.335,1.32,1.335,1.3222,125484.6
"2020-01-23 00:00:00",1.34,1.34,1.314,1.314,1.3332,101320
"2020-01-24 00:00:00",1.33,1.34,1.315,1.319,1.3289,334036.2
"2020-01-27 00:00:00",1.33,1.34,1.33,1.34,1.338,143720.63
"2020-01-28 00:00:00",1.33,1.33,1.215,1.215,1.3172,62552.6
"2020-01-29 00:00:00",1.31,1.31,1.26,1.26,1.3076,26909.8
"2020-01-30 00:00:00",1.3,1.3,1.3,1.3,1.3,26104
"2020-01-31 00:00:00",1.3,1.3,1.3,1.3,1.3,79820
"2020-02-03 00:00:00",1.31,1.32,1.29,1.31,1.3069,298150.58
"2020-02-04 00:00:00",1.325,1.325,1.31,1.31,1.3157,255718.52
"2020-02-05 00:00:00",1.31,1.325,1.3,1.3,1.316,139336.4
"2020-02-06 00:00:00",1.31,1.31,1.3,1.3,1.3016,351757
"2020-02-07 00:00:00",1.29,1.325,1.29,1.325,1.3069,59488.7
"2020-02-10 00:00:00",1.31,1.31,1.27,1.29,1.2956,82166.2
"2020-02-11 00:00:00",1.307,1.31,1.295,1.3,1.3044,587297.6
"2020-02-12 00:00:00",1.299,1.315,1.299,1.3,1.3064,396196.48
"2020-02-13 00:00:00",1.32,1.32,1.3,1.3,1.3014,277460
"2020-02-14 00:00:00",1.3,1.32,1.3,1.32,1.3101,78184
"2020-02-17 00:00:00",1.3,1.3,1.3,1.3,1.3,78780
"2020-02-18 00:00:00",1.31,1.325,1.3,1.3,1.3074,132204
"2020-02-19 00:00:00",1.3,1.3,1.3,1.3,1.3,81718
"2020-02-20 00:00:00",1.26,1.3,1.26,1.26,1.2654,222095.6
"2020-02-21 00:00:00",1.28,1.3,1.25,1.285,1.2819,134968.6
"2020-02-24 00:00:00",1.28,1.31,1.28,1.29,1.2947,197203.1
"2020-02-25 00:00:00",1.3,1.3,1.285,1.3,1.2882,284618.25
"2020-02-26 00:00:00",1.29,1.3,1.26,1.28,1.2917,412570.6
"2020-02-27 00:00:00",1.28,1.3,1.28,1.3,1.2971,79265.7
"2020-02-28 00:00:00",1.295,1.3,1.26,1.27,1.2944,236836.25
"2020-03-02 00:00:00",1.29,1.29,1.25,1.29,1.2779,273447.2
"2020-03-03 00:00:00",1.22,1.28,1.22,1.28,1.2712,229739.2
"2020-03-04 00:00:00",1.25,1.29,1.25,1.285,1.2547,214953
"2020-03-05 00:00:00",1.28,1.295,1.259,1.29,1.2809,334372.4
"2020-03-06 00:00:00",1.275,1.29,1.27,1.29,1.2815,156312.6
"2020-03-09 00:00:00",1.27,1.3,1.27,1.3,1.2877,32913.6
"2020-03-10 00:00:00",1.275,1.31,1.274,1.31,1.281,56491.32
"2020-03-11 00:00:00",1.27,1.28,1.25,1.27,1.268,121072.2
"2020-03-12 00:00:00",1.26,1.275,1.25,1.275,1.2621,201458.1
"2020-03-13 00:00:00",1.24,1.25,1.17,1.17,1.2312,162393
"2020-03-16 00:00:00",1.25,1.3,1.25,1.27,1.2608,147111.6
"2020-03-17 00:00:00",1.265,1.28,1.25,1.26,1.2653,245194.2
"2020-03-18 00:00:00",1.24,1.28,1.2,1.28,1.2552,481129.8
"2020-03-19 00:00:00",1.27,1.27,1.21,1.21,1.2369,174928.56
"2020-03-20 00:00:00",1.27,1.27,1.2,1.2,1.2331,339782.2
"2020-03-23 00:00:00",1.26,1.287,1.25,1.25,1.2564,103304
"2020-03-24 00:00:00",1.26,1.3,1.248,1.29,1.2704,764523.5
"2020-03-25 00:00:00",1.28,1.29,1.22,1.26,1.2605,331342.8
"2020-03-26 00:00:00",1.165,1.285,1.165,1.275,1.2572,382619.55
"2020-03-27 00:00:00",1.3,1.3,1.245,1.285,1.2577,204088.89
"2020-03-30 00:00:00",1.265,1.3,1.25,1.28,1.2835,468129.2
"2020-03-31 00:00:00",1.3,1.3,1.28,1.29,1.2943,397835.3
"2020-04-01 00:00:00",1.3,1.35,1.25,1.3,1.3001,354329.45
"2020-04-02 00:00:00",1.3,1.3,1.2,1.29,1.2753,363001.8
"2020-04-03 00:00:00",1.299,1.3,1.295,1.3,1.2984,432727.18
"2020-04-06 00:00:00",1.285,1.3,1.269,1.3,1.2876,317309.36
"2020-04-07 00:00:00",1.285,1.31,1.25,1.31,1.2888,211667.07
"2020-04-08 00:00:00",1.3,1.32,1.26,1.28,1.2967,1526056.78
"2020-04-09 00:00:00",1.3,1.325,1.3,1.31,1.3066,381061.3
"2020-04-10 00:00:00",1.29,1.3,1.285,1.285,1.294,261487.4
"2020-04-13 00:00:00",1.3,1.31,1.298,1.3,1.2999,367084
"2020-04-14 00:00:00",1.315,1.3199,1.239,1.239,1.2975,495317.3
"2020-04-15 00:00:00",1.3,1.34,1.1999,1.34,1.3038,1535308.19
"2020-04-16 00:00:00",1.29,1.321,1.275,1.32,1.3017,650709.18
"2020-04-17 00:00:00",1.295,1.32,1.265,1.3,1.3006,389882.32
"2020-04-20 00:00:00",1.29,1.335,1.25,1.28,1.2955,544720.5
"2020-04-21 00:00:00",1.29,1.33,1.2,1.3,1.3022,1042875.8
"2020-04-22 00:00:00",1.295,1.34,1.28,1.3,1.3033,2390694.1
"2020-04-24 00:00:00",1.28,1.31,1.28,1.285,1.2961,161078.5
"2020-04-27 00:00:00",1.33,1.33,1.28,1.31,1.309,598898.8
"2020-04-28 00:00:00",1.3,1.3,1.25,1.3,1.2823,148080
"2020-04-29 00:00:00",1.3,1.31,1.25,1.27,1.284,264432.9
"2020-04-30 00:00:00",1.31,1.31,1.275,1.3,1.2947,670140.5
"2020-05-04 00:00:00",1.3,1.32,1.25,1.32,1.3132,368373.89
"2020-05-05 00:00:00",1.31,1.32,1.2,1.32,1.3104,183094
"2020-05-06 00:00:00",1.27,1.33,1.265,1.27,1.2824,250528.77
"2020-05-07 00:00:00",1.275,1.295,1.269,1.28,1.2785,591554.02
"2020-05-08 00:00:00",1.25,1.285,1.25,1.28,1.2793,255807.32
"2020-05-11 00:00:00",1.275,1.29,1.2,1.29,1.2759,639917.33
"2020-05-12 00:00:00",1.28,1.3,1.25,1.3,1.2736,669043.79
"2020-05-13 00:00:00",1.28,1.29,1.259,1.259,1.2758,472784.4
"2020-05-14 00:00:00",1.269,1.29,1.25,1.28,1.2693,548092.17
"2020-05-15 00:00:00",1.22,1.32,1.2,1.28,1.2683,284393
"2020-05-18 00:00:00",1.25,1.27,1.235,1.26,1.252,335828.8
"2020-05-20 00:00:00",1.26,1.274,1.25,1.25,1.2651,198165.74
"2020-05-21 00:00:00",1.25,1.25,1.25,1.25,1.25,62500
"2020-05-22 00:00:00",1.275,1.275,1.24,1.27,1.259,196978.36
"2020-05-27 00:00:00",1.26,1.28,1.25,1.28,1.262,498588.92
"2020-05-28 00:00:00",1.255,1.26,1.255,1.26,1.2574,332516.7
"2020-05-29 00:00:00",1.26,1.27,1.24,1.27,1.2657,99901.4
"2020-06-01 00:00:00",1.27,1.28,1.17,1.23,1.2693,630667.4
"2020-06-02 00:00:00",1.3,1.3,1.25,1.25,1.2764,255219.3
"2020-06-03 00:00:00",1.29,1.31,1.25,1.25,1.2717,421355.7
"2020-06-04 00:00:00",1.31,1.31,1.25,1.285,1.2883,415755.8
"2020-06-05 00:00:00",1.3,1.31,1.255,1.255,1.2839,511468.17
"2020-06-08 00:00:00",1.29,1.31,1.28,1.3,1.2914,564910.1
"2020-06-09 00:00:00",1.295,1.32,1.27,1.3,1.2779,306690
"2020-06-10 00:00:00",1.3,1.32,1.275,1.29,1.2983,175327.8
"2020-06-11 00:00:00",1.3,1.3,1.27,1.28,1.2911,324211.2
"2020-06-12 00:00:00",1.31,1.31,1.26,1.28,1.2852,88574.4
"2020-06-15 00:00:00",1.27,1.315,1.27,1.29,1.2905,126073.6
"2020-06-16 00:00:00",1.3,1.315,1.285,1.31,1.2997,161680.9
"2020-06-17 00:00:00",1.3,1.3,1.285,1.29,1.2912,106391
"2020-06-18 00:00:00",1.295,1.295,1.245,1.245,1.2616,227800.05
"2020-06-19 00:00:00",1.25,1.315,1.25,1.315,1.2919,160691.8
"2020-06-22 00:00:00",1.3,1.3,1.285,1.285,1.2897,75109.5
"2020-06-25 00:00:00",1.29,1.33,1.29,1.33,1.3268,54026.4
"2020-06-26 00:00:00",1.315,1.315,1.315,1.315,1.315,263000
"2020-06-29 00:00:00",1.3,1.31,1.28,1.3,1.3005,239441.2
"2020-06-30 00:00:00",1.305,1.31,1.25,1.3,1.3024,512435.4
"2020-07-01 00:00:00",1.305,1.32,1.28,1.3,1.3122,246727.28
"2020-07-02 00:00:00",1.035,1.34,1.035,1.32,1.3185,716125.46
"2020-07-03 00:00:00",1.32,1.35,1.3,1.315,1.3305,954017.9
"2020-07-06 00:00:00",1.385,1.385,1.33,1.33,1.3472,1133285.12
"2020-07-07 00:00:00",1.4,1.4,1.3,1.33,1.3557,1225038.63
"2020-07-08 00:00:00",1.32,1.38,1.31,1.33,1.3438,1840154.48
"2020-07-09 00:00:00",1.34,1.365,1.325,1.33,1.3406,1271747.8
"2020-07-10 00:00:00",1.36,1.365,1.322,1.345,1.3466,1847153.15
"2020-07-13 00:00:00",1.335,1.356,1.32,1.32,1.3351,1054012.58
"2020-07-14 00:00:00",1.38,1.38,1.3,1.325,1.3373,886819.2
"2020-07-16 00:00:00",1.352,1.352,1.3,1.333,1.3335,1133254.38
"2020-07-17 00:00:00",1.34,1.365,1.32,1.33,1.3364,1511707.53
"2020-07-20 00:00:00",1.35,1.35,1.3,1.32,1.3314,593523.32
"2020-07-21 00:00:00",1.4,1.45,1.32,1.33,1.336,936107.42
"2020-07-22 00:00:00",1.35,1.36,1.3,1.33,1.3341,2021950.9
"2020-07-23 00:00:00",1.35,1.36,1.325,1.34,1.3366,764231.35
"2020-07-24 00:00:00",1.345,1.37,1.25,1.33,1.3366,1136245.85
"2020-07-27 00:00:00",1.35,1.355,1.3,1.33,1.3282,825070.49
"2020-07-28 00:00:00",1.35,1.365,1.3,1.34,1.3351,788560.27
"2020-07-29 00:00:00",1.35,1.4,1.31,1.32,1.3328,576783.38
"2020-07-30 00:00:00",1.34,1.38,1.31,1.33,1.3415,771048.8
"2020-08-04 00:00:00",1.35,1.38,1.3015,1.335,1.3361,514820.07
"2020-08-05 00:00:00",1.33,1.35,1.29,1.31,1.3285,727108.78
"2020-08-06 00:00:00",1.33,1.36,1.31,1.31,1.3372,661160.79
"2020-08-07 00:00:00",1.345,1.36,1.32,1.32,1.3326,722820.82
"2020-08-10 00:00:00",1.32,1.339,1.257,1.32,1.3254,642949.7
"2020-08-11 00:00:00",1.33,1.345,1.31,1.33,1.323,771870.52
"2020-08-12 00:00:00",1.34,1.37,1.3,1.3,1.3346,701605.36
"2020-08-13 00:00:00",1.325,1.365,1.31,1.31,1.3384,696033.44
"2020-08-14 00:00:00",1.33,1.39,1.315,1.33,1.3289,680072.63
"2020-08-17 00:00:00",1.34,1.39,1.3,1.325,1.3296,738269.68
"2020-08-18 00:00:00",1.34,1.38,1.3,1.32,1.3359,825839.37
"2020-08-19 00:00:00",1.33,1.38,1.3,1.3,1.3343,725255.04
"2020-08-20 00:00:00",1.32,1.41,1.3,1.33,1.352,462156.59
"2020-08-21 00:00:00",1.32,1.39,1.31,1.33,1.3361,411021.62
"2020-08-24 00:00:00",1.31,1.36,1.31,1.33,1.3374,322422.34
"2020-08-25 00:00:00",1.36,1.415,1.29,1.33,1.343,546231.65
"2020-08-26 00:00:00",1.33,1.345,1.3,1.335,1.3256,561112.98
"2020-08-27 00:00:00",1.35,1.36,1.32,1.359,1.3452,469353.44
"2020-08-28 00:00:00",1.325,1.35,1.3,1.325,1.3236,606360.1
"2020-08-31 00:00:00",1.325,1.37,1.32,1.335,1.3374,865866.04
"2020-09-01 00:00:00",1.33,1.37,1.32,1.33,1.3456,1047569.64
"2020-09-02 00:00:00",1.35,1.365,1,1.335,1.3331,577183.7
"2020-09-03 00:00:00",1.35,1.37,1.28,1.3001,1.3423,734168.76
"2020-09-04 00:00:00",1.35,1.365,1.3,1.342,1.3433,718396.3
"2020-09-07 00:00:00",1.35,1.3675,1.33,1.355,1.3511,1623576.92
"2020-09-08 00:00:00",1.35,1.37,1.33,1.33,1.3456,858352.54
"2020-09-09 00:00:00",1.36,1.37,1.3188,1.3188,1.3508,568806.5
"2020-09-10 00:00:00",1.36,1.38,1.32,1.38,1.3465,387266.7
"2020-09-11 00:00:00",1.36,1.375,1.31,1.325,1.3401,528666.2
"2020-09-14 00:00:00",1.355,1.37,1.32,1.325,1.3508,2234994.24
"2020-09-15 00:00:00",1.35,1.377,1.32,1.32,1.3513,1179131.59
"2020-09-16 00:00:00",1.34,1.4,1.31,1.32,1.3454,986280.8
"2020-09-17 00:00:00",1.34,1.4,1.299,1.33,1.3383,345709.43
"2020-09-18 00:00:00",1.355,1.38,1.325,1.33,1.3546,329975.62
"2020-09-21 00:00:00",1.365,1.39,1.3,1.36,1.3557,1260126.1
"2020-09-22 00:00:00",1.38,1.402,1.325,1.34,1.3696,2169278.26
"2020-09-23 00:00:00",1.37,1.4,1.33,1.345,1.3659,1304591.96
"2020-09-24 00:00:00",1.385,1.41,1.3,1.38,1.3751,2568798.52
"2020-09-25 00:00:00",1.4,1.4,1.33,1.395,1.3912,3952379.88
"2020-09-28 00:00:00",1.35,1.42,1.34,1.405,1.3931,3842695.1
"2020-09-29 00:00:00",1.395,1.425,1.3,1.405,1.4014,3580863.91
"2020-09-30 00:00:00",1.41,1.46,1.34,1.42,1.4114,6240600.4
"2020-10-01 00:00:00",1.41,1.46,1.35,1.44,1.4258,6459404.18
"2020-10-02 00:00:00",1.44,1.47,1.38,1.44,1.4399,2372711.29
"2020-10-05 00:00:00",1.44,1.49,1.2,1.2,1.4432,2018041.33
"2020-10-06 00:00:00",1.45,1.51,1.32,1.32,1.4498,2542097.15
"2020-10-07 00:00:00",1.46,1.49,1.419,1.45,1.4518,3116406.82
"2020-10-08 00:00:00",1.48,1.5,1.42,1.475,1.4675,4736860.88
"2020-10-09 00:00:00",1.48,1.51,1.43,1.45,1.4704,3157332.4
"2020-10-12 00:00:00",1.5,1.55,1.4,1.45,1.4936,2303657.12
"2020-10-13 00:00:00",1.49,1.54,1.38,1.475,1.4945,2261764.8
"2020-10-14 00:00:00",1.5,1.545,1.47,1.51,1.4993,2295290
"2020-10-15 00:00:00",1.51,1.55,1.45,1.52,1.5212,5550128.85
"2020-10-16 00:00:00",1.54,1.6,1.5,1.54,1.5434,3894237.85
"2020-10-19 00:00:00",1.59,1.68,1.47,1.635,1.5963,5649404.92
"2020-10-20 00:00:00",1.6101,1.65,1.55,1.6,1.605,3578238.47
"2020-10-21 00:00:00",1.63,1.675,1.458,1.6,1.6317,3817577.85
"2020-10-22 00:00:00",1.65,1.675,1.58,1.62,1.6383,3342862.8
"2020-10-23 00:00:00",1.65,1.665,1.5,1.631,1.6336,1850966.12
"2020-10-26 00:00:00",1.655,1.67,1.5,1.63,1.6406,1959439.4
"2020-10-27 00:00:00",1.65,1.68,1.54,1.65,1.6463,2639674.8
"2020-10-28 00:00:00",1.66,1.67,1.6,1.65,1.6385,3142047.48
"2020-10-30 00:00:00",1.68,1.7,1.475,1.7,1.6677,4874777.7
"2020-11-02 00:00:00",1.735,1.735,1.63,1.7,1.6787,2362283.45
"2020-11-03 00:00:00",1.68,1.75,1.644,1.7,1.6817,3015857.7
"2020-11-04 00:00:00",1.7,1.785,1.5,1.72,1.6939,3942985.12
"2020-11-05 00:00:00",1.7,1.79,1.6,1.7,1.6928,2472502.73
"2020-11-06 00:00:00",1.715,1.8,1.65,1.73,1.6978,3226359.5
"2020-11-09 00:00:00",1.73,1.77,1.5,1.7,1.7159,1179632.8
"2020-11-10 00:00:00",1.64,1.75,1.6,1.705,1.6892,1158341.65
"2020-11-11 00:00:00",1.7,1.75,1.6,1.71,1.7146,1914493.52
"2020-11-12 00:00:00",1.658,1.745,1.55,1.69,1.7017,1177377.2
"2020-11-13 00:00:00",1.73,1.73,1.55,1.55,1.6895,54503
"2020-11-16 00:00:00",1.72,1.72,1.63,1.675,1.6757,315039.2
"2020-11-17 00:00:00",1.6,1.685,1.5,1.6,1.6044,527913.61
"2020-11-18 00:00:00",1.65,1.7,1.55,1.6,1.6083,449591.08
"2020-11-19 00:00:00",1.57,1.67,1.57,1.65,1.6026,459873.7
"2020-11-20 00:00:00",1.58,1.65,1.55,1.65,1.6074,369274.3
"2020-11-23 00:00:00",1.65,1.715,1.55,1.65,1.6092,381759.1
"2020-11-24 00:00:00",1.6,1.65,1.54,1.55,1.5899,952090.3
"2020-11-25 00:00:00",1.6,1.65,1.55,1.6,1.612,528022.6
"2020-11-26 00:00:00",1.6,1.66,1.54,1.54,1.6051,1042053.3
"2020-11-27 00:00:00",1.6,1.63,1.53,1.58,1.5937,364676.8
"2020-11-30 00:00:00",1.6,1.601,1.55,1.55,1.5991,2732024.4
"2020-12-01 00:00:00",1.605,1.65,1.575,1.58,1.6107,884543.6
"2020-12-02 00:00:00",1.63,1.65,1.55,1.6,1.6026,476804.38
"2020-12-03 00:00:00",1.61,1.657,1.499,1.62,1.6011,655631.26
"2020-12-04 00:00:00",1.65,1.65,1.6,1.625,1.6242,582556
"2020-12-07 00:00:00",1.63,1.65,1.569,1.575,1.5911,248506.4
"2020-12-08 00:00:00",1.56,1.64,1.55,1.55,1.5941,664609.4
"2020-12-09 00:00:00",1.62,1.63,1.55,1.575,1.5881,118851.1
"2020-12-10 00:00:00",1.62,1.635,1.55,1.62,1.6075,575155
"2020-12-11 00:00:00",1.62,1.62,1.58,1.58,1.6077,514911.6
"2020-12-14 00:00:00",1.63,1.63,1.55,1.6,1.6056,586118.6
"2020-12-15 00:00:00",1.6,1.64,1.55,1.585,1.6116,244837
"2020-12-16 00:00:00",1.6,1.63,1.5,1.5,1.5972,586507.2
"2020-12-17 00:00:00",1.605,1.62,1.55,1.55,1.5996,1295926.8
"2020-12-18 00:00:00",1.6,1.63,1.5,1.56,1.5675,216279
"2020-12-21 00:00:00",1.55,1.6,1.51,1.51,1.5674,499772.9
