"DateTime","Fiyat (open)","Fiyat (high)","Fiyat (low)","Fiyat (close)","Ağ. Ort. Fiyat","Hacim"
"2019-10-04 00:00:00",1.3,1.36,1.26,1.26,1.3221,192009.6
"2019-10-07 00:00:00",1.34,1.49,1.3,1.49,1.3543,521667.6
"2019-10-08 00:00:00",1.34,1.46,1.28,1.355,1.3623,504067.2
"2019-10-09 00:00:00",1.47,1.47,1.2,1.45,1.4028,734609.8
"2019-10-10 00:00:00",1.61,1.61,1.3,1.5,1.488,300298.6
"2019-10-11 00:00:00",1.392,1.4,1.33,1.4,1.3814,171094.8
"2019-10-14 00:00:00",1.45,1.45,1.33,1.4,1.3823,227684.8
"2019-10-15 00:00:00",1.45,1.5,1.3,1.38,1.3775,551232.9
"2019-10-16 00:00:00",1.4,1.45,1.3,1.4,1.3774,292318
"2019-10-17 00:00:00",1.51,1.51,1.32,1.5,1.4779,593379.1
"2019-10-18 00:00:00",1.65,1.65,1.384,1.425,1.4572,260280.32
"2019-10-21 00:00:00",1.5,1.67,1.35,1.37,1.4824,707825.6
"2019-10-22 00:00:00",1.55,1.55,1.395,1.45,1.4391,371425.6
"2019-10-23 00:00:00",1.325,1.495,1.325,1.45,1.4252,255185.71
"2019-10-24 00:00:00",1.54,1.54,1.35,1.39,1.4315,322138.4
"2019-10-25 00:00:00",1.42,1.42,1.4,1.4,1.4169,73253.2
"2019-10-28 00:00:00",1.55,1.55,1.45,1.45,1.5047,58200
"2019-10-30 00:00:00",1.42,1.51,1.4,1.45,1.4435,367872.8
"2019-10-31 00:00:00",1.4,1.52,1.395,1.44,1.4387,432944.7
"2019-11-01 00:00:00",1.49,1.507,1.35,1.507,1.446,383183.7
"2019-11-04 00:00:00",1.43,1.5,1.41,1.495,1.462,206322.9
"2019-11-05 00:00:00",1.425,1.505,1.4,1.505,1.4311,398603.07
"2019-11-06 00:00:00",1.499,1.499,1.44,1.45,1.4601,173543.02
"2019-11-07 00:00:00",1.425,1.52,1.425,1.5,1.469,393943.4
"2019-11-08 00:00:00",1.47,1.495,1.464,1.465,1.4767,177029.78
"2019-11-11 00:00:00",1.375,1.511,1.375,1.5,1.4627,216452.82
"2019-11-12 00:00:00",1.54,1.54,1.375,1.45,1.4652,247325.77
"2019-11-13 00:00:00",1.43,1.5,1.415,1.45,1.4583,487762.55
"2019-11-14 00:00:00",1.51,1.51,1.45,1.4995,1.483,213723.23
"2019-11-15 00:00:00",1.525,1.53,1.525,1.53,1.5255,52386.9
"2019-11-18 00:00:00",1.425,1.535,1.425,1.485,1.4828,486507.9
"2019-11-19 00:00:00",1.48,1.56,1.38,1.48,1.4873,236655.6
"2019-11-20 00:00:00",1.4,1.5,1.4,1.46,1.4649,308582.53
"2019-11-21 00:00:00",1.63,1.63,1.35,1.48,1.4707,385610.91
"2019-11-22 00:00:00",1.55,1.617,1.42,1.51,1.456,285255.38
"2019-11-25 00:00:00",1.62,1.62,1.445,1.48,1.4834,601848.6
"2019-11-26 00:00:00",1.45,1.47,1.45,1.47,1.4646,75120.6
"2019-11-27 00:00:00",1.5,1.55,1.32,1.48,1.4736,412288.55
"2019-11-28 00:00:00",1.641,1.641,1.45,1.48,1.4811,624669.1
"2019-11-29 00:00:00",1.46,1.51,1.45,1.51,1.4803,585772.3
"2019-12-02 00:00:00",1.55,1.6,1.43,1.52,1.543,710776
"2019-12-03 00:00:00",1.56,1.56,1.47,1.5,1.4892,467291.2
"2019-12-04 00:00:00",1.474,1.58,1.46,1.58,1.5333,150624.06
"2019-12-05 00:00:00",1.485,1.485,1.45,1.47,1.4633,72871.12
"2019-12-06 00:00:00",1.48,1.52,1.46,1.46,1.5008,137236
"2019-12-09 00:00:00",1.54,1.61,1.54,1.59,1.5791,75906.4
"2019-12-10 00:00:00",1.595,1.61,1.4,1.51,1.5509,316608.7
"2019-12-11 00:00:00",1.55,1.61,1.45,1.5,1.5283,423548.2
"2019-12-12 00:00:00",1.61,1.63,1.45,1.55,1.5309,267349.1
"2019-12-13 00:00:00",1.495,1.55,1.495,1.55,1.5319,61611.7
"2019-12-16 00:00:00",1.65,1.65,1.49,1.53,1.5438,323847.9
"2019-12-17 00:00:00",1.655,1.675,1.45,1.55,1.5532,442018.7
"2019-12-18 00:00:00",1.7,1.7,1.5,1.55,1.61,435685.8
"2019-12-19 00:00:00",1.685,1.685,1.54,1.6,1.5991,300988.2
"2019-12-20 00:00:00",1.5,1.64,1.359,1.58,1.5232,463458.78
"2019-12-23 00:00:00",1.66,1.66,1.485,1.55,1.55,326950.2
"2019-12-24 00:00:00",1.68,1.68,1.48,1.55,1.5679,518767.8
"2019-12-25 00:00:00",1.66,1.66,1.47,1.525,1.5618,609268.5
"2019-12-26 00:00:00",1.685,1.685,1.48,1.54,1.555,703134.5
"2019-12-27 00:00:00",1.535,1.7,1.5,1.55,1.5841,573238.1
"2019-12-30 00:00:00",1.55,1.6,1.49,1.6,1.5513,497713.6
"2019-12-31 00:00:00",1.56,1.6,1.545,1.545,1.5706,308504.6
"2020-01-02 00:00:00",1.6,1.615,1.56,1.6,1.5966,273889.2
"2020-01-03 00:00:00",1.56,1.58,1.56,1.58,1.5619,390067.2
"2020-01-06 00:00:00",1.7,1.7,1.55,1.62,1.6297,174070
"2020-01-07 00:00:00",1.69,1.69,1.35,1.63,1.584,407013.6
"2020-01-08 00:00:00",1.55,1.6,1.54,1.54,1.5524,183771.8
"2020-01-09 00:00:00",1.65,1.68,1.48,1.5,1.5587,511995
"2020-01-10 00:00:00",1.5,1.7,1.5,1.59,1.5928,288452.6
"2020-01-13 00:00:00",1.68,1.68,1.55,1.6,1.6035,422039.3
"2020-01-14 00:00:00",1.625,1.675,1.575,1.6,1.6055,309452.8
"2020-01-15 00:00:00",1.685,1.685,1,1.585,1.5758,343956.84
"2020-01-16 00:00:00",1.565,1.565,1.4,1.56,1.563,135201.2
"2020-01-17 00:00:00",1.68,1.68,1.56,1.56,1.6222,446825.8
"2020-01-20 00:00:00",1.65,1.66,1.55,1.615,1.6199,382464.95
"2020-01-21 00:00:00",1.57,1.669,1.5,1.565,1.5801,330689.24
"2020-01-22 00:00:00",1.67,1.67,1.55,1.55,1.6048,566014.1
"2020-01-23 00:00:00",1.59,1.665,1.5,1.585,1.583,937047.6
"2020-01-24 00:00:00",1.62,1.7,1.525,1.6,1.6064,536215
"2020-01-27 00:00:00",1.67,1.67,1.55,1.6,1.5628,1946423.6
"2020-01-28 00:00:00",1.67,1.67,1.55,1.6,1.6075,815579.2
"2020-01-29 00:00:00",1.6,1.65,1.5,1.6,1.5566,1136974.5
"2020-01-30 00:00:00",1.6,1.65,1.56,1.65,1.5992,273194.7
"2020-02-03 00:00:00",1.68,1.68,1.6,1.65,1.6114,535833.4
"2020-02-04 00:00:00",1.6,1.7,1.5,1.7,1.578,265129.4
"2020-02-05 00:00:00",1.6,1.73,1.6,1.6,1.652,275912.4
"2020-02-06 00:00:00",1.7,1.7,1.5,1.5,1.6233,313593.8
"2020-02-07 00:00:00",1.6001,1.645,1.6,1.63,1.6308,368831.25
"2020-02-10 00:00:00",1.645,1.66,1.58,1.58,1.6002,173330.4
"2020-02-11 00:00:00",1.65,1.65,1.5,1.65,1.6211,365018
"2020-02-12 00:00:00",1.6,1.71,1.58,1.58,1.6697,134011.7
"2020-02-13 00:00:00",1.6,1.73,1.5,1.63,1.619,259772.7
"2020-02-14 00:00:00",1.56,1.56,1.56,1.56,1.56,52977.6
"2020-02-17 00:00:00",1.54,1.575,1.53,1.57,1.5559,226802.9
"2020-02-18 00:00:00",1.6,1.6,1.57,1.57,1.5807,133851.2
"2020-02-19 00:00:00",1.33,1.6,1.33,1.6,1.5381,207519.14
"2020-02-20 00:00:00",1.575,1.61,1.575,1.61,1.5861,177576.6
"2020-02-21 00:00:00",1.575,1.575,1.555,1.57,1.5699,146782.5
"2020-02-24 00:00:00",1.6,1.6,1.5,1.57,1.5666,175930.85
"2020-02-25 00:00:00",1.65,1.65,1.55,1.6,1.5874,196613.6
"2020-02-26 00:00:00",1.575,1.622,1.575,1.622,1.5987,84540.9
"2020-02-27 00:00:00",1.56,1.6,1.55,1.6,1.5667,197557.4
"2020-02-28 00:00:00",1.635,1.635,1.575,1.59,1.5929,254307
"2020-03-02 00:00:00",1.6,1.69,1.565,1.6,1.5841,260083.6
"2020-03-03 00:00:00",1.58,1.6,1.3,1.3,1.4383,277905
"2020-03-04 00:00:00",1.545,1.685,1.499,1.595,1.5838,474706.9
"2020-03-05 00:00:00",1.55,1.63,1.55,1.595,1.5838,355341
"2020-03-06 00:00:00",1.54,1.68,1.475,1.595,1.5854,492908.3
"2020-03-09 00:00:00",1.57,1.595,1.45,1.595,1.5595,491172.6
"2020-03-10 00:00:00",1.565,1.68,1.56,1.595,1.5826,690719.3
"2020-03-11 00:00:00",1.565,1.68,1.56,1.675,1.6152,179483.6
"2020-03-12 00:00:00",1.575,1.575,1.5,1.5,1.555,205251.78
"2020-03-13 00:00:00",1.51,1.55,1.45,1.45,1.4936,195298
"2020-03-16 00:00:00",1.54,1.675,1.3,1.675,1.5576,712112.72
"2020-03-17 00:00:00",1.58,1.598,1.53,1.55,1.5621,457544.56
"2020-03-18 00:00:00",1.58,1.63,1.45,1.565,1.5757,359821
"2020-03-19 00:00:00",1.59,1.675,1.53,1.55,1.5824,419089.2
"2020-03-20 00:00:00",1.595,1.67,1.45,1.58,1.5621,374692.78
"2020-03-23 00:00:00",1.58,1.6,1.54,1.59,1.5815,208831.7
"2020-03-24 00:00:00",1.5,1.73,1.5,1.57,1.5941,390634.6
"2020-03-25 00:00:00",1.57,1.65,1.5,1.63,1.6044,640052.77
"2020-03-26 00:00:00",1.61,1.65,1.56,1.62,1.6281,301770.25
"2020-03-27 00:00:00",1.6,1.65,1.57,1.57,1.638,431187
"2020-03-30 00:00:00",1.58,1.65,1.575,1.65,1.605,376350.2
"2020-03-31 00:00:00",1.575,1.72,1.575,1.72,1.642,420105
"2020-04-01 00:00:00",1.63,1.65,1.55,1.65,1.6378,267218
"2020-04-02 00:00:00",1.625,1.7,1.59,1.65,1.6668,464382.9
"2020-04-03 00:00:00",1.559,1.7,1.559,1.62,1.6383,239517.12
"2020-04-06 00:00:00",1.635,1.65,1.595,1.63,1.6297,227241.1
"2020-04-07 00:00:00",1.56,1.735,1.52,1.735,1.6167,362910.3
"2020-04-08 00:00:00",1.63,1.7,1.6,1.65,1.6451,398316.7
"2020-04-09 00:00:00",1.579,1.75,1.579,1.75,1.6398,413674.88
"2020-04-10 00:00:00",1.6,1.65,1.6,1.65,1.6269,344127.2
"2020-04-13 00:00:00",1.65,1.65,1.63,1.65,1.6485,373704.6
"2020-04-14 00:00:00",1.65,1.688,1.57,1.57,1.6493,587836.54
"2020-04-15 00:00:00",1.64,1.68,1.6,1.66,1.6518,665691.45
"2020-04-16 00:00:00",1.63,1.67,1.63,1.64,1.6486,341873.9
"2020-04-17 00:00:00",1.65,1.65,1.65,1.65,1.65,74547
"2020-04-20 00:00:00",1.6,1.6,1.6,1.6,1.6,1408
"2020-04-21 00:00:00",1.66,1.74,1.58,1.66,1.673,575587.41
"2020-04-22 00:00:00",1.59,1.7,1.59,1.7,1.6701,444259.2
"2020-04-24 00:00:00",1.67,1.67,1.665,1.665,1.6692,201235.2
"2020-04-27 00:00:00",1.62,1.74,1.6,1.74,1.6851,621929.8
"2020-04-28 00:00:00",1.65,1.68,1.63,1.68,1.6474,400546.94
"2020-04-29 00:00:00",1.68,1.7,1.65,1.67,1.6769,899991.78
"2020-04-30 00:00:00",1.63,1.72,1.6,1.675,1.6814,723403.05
"2020-05-04 00:00:00",1.65,1.705,1.58,1.7,1.682,457793.95
"2020-05-05 00:00:00",1.63,1.7,1.599,1.69,1.6798,406905.42
"2020-05-06 00:00:00",1.65,1.7111,1.6355,1.68,1.6711,266226.13
"2020-05-07 00:00:00",1.67,1.71,1.62,1.71,1.6908,131713.85
"2020-05-08 00:00:00",1.68,1.691,1.6,1.691,1.6474,224440.88
"2020-05-11 00:00:00",1.63,1.72,1.56,1.62,1.682,342854.1
"2020-05-12 00:00:00",1.6,1.64,1.55,1.625,1.5805,89648
"2020-05-13 00:00:00",1.65,1.65,1.562,1.6,1.6286,196054.68
"2020-05-14 00:00:00",1.64,1.7,1.61,1.61,1.643,199520.4
"2020-05-15 00:00:00",1.7,1.7,1.6,1.629,1.6298,134885.84
"2020-05-18 00:00:00",1.63,1.655,1.6199,1.6199,1.639,209986.6
"2020-05-20 00:00:00",1.5,1.63,1.5,1.63,1.6297,44817.2
"2020-05-21 00:00:00",1.64,1.64,1.5,1.5,1.6112,143555.8
"2020-05-22 00:00:00",1.58,1.665,1.55,1.64,1.6101,173894.4
"2020-05-28 00:00:00",1.64,1.64,1.64,1.64,1.64,56334
"2020-05-29 00:00:00",1.58,1.645,1.58,1.645,1.6183,54956.8
"2020-06-01 00:00:00",1.5,1.5,1.5,1.5,1.5,3810
"2020-06-02 00:00:00",1.6,1.6,1.579,1.579,1.5908,32803
"2020-06-03 00:00:00",1.6,1.6,1.6,1.6,1.6,15424
"2020-06-04 00:00:00",1.62,1.62,1.6,1.6,1.612,122030.4
"2020-06-08 00:00:00",1.67,1.67,1.6,1.6,1.6563,366857.8
"2020-06-09 00:00:00",1.6,1.65,1.6,1.65,1.6215,91436.5
"2020-06-10 00:00:00",1.62,1.62,1.62,1.62,1.62,1555.2
"2020-06-11 00:00:00",1.59,1.662,1.35,1.55,1.6217,147086.81
"2020-06-12 00:00:00",1.6,1.625,1.52,1.62,1.6163,237357.45
"2020-06-15 00:00:00",1.61,1.61,1.61,1.61,1.61,142372.3
"2020-06-19 00:00:00",1.65,1.65,1.65,1.65,1.65,8250
"2020-06-24 00:00:00",1.675,1.87,1.59,1.635,1.8337,1101171.05
"2020-06-25 00:00:00",1.86,1.88,1.66,1.87,1.8481,2052977.8
"2020-06-26 00:00:00",1.87,1.89,1.85,1.87,1.8748,1139557
"2020-06-29 00:00:00",1.69,1.89,1.6555,1.89,1.818,1417155.07
"2020-06-30 00:00:00",1.7,1.7,1.6,1.6,1.6619,76629
"2020-07-01 00:00:00",1.69,1.69,1.6,1.63,1.6527,274023.2
"2020-07-02 00:00:00",1.6,1.725,1.6,1.725,1.6084,20683.5
"2020-07-03 00:00:00",1.65,1.665,1.615,1.65,1.6508,457074.3
"2020-07-06 00:00:00",1.7,1.75,1.65,1.75,1.6656,163190
"2020-07-07 00:00:00",1.675,1.7,1.63,1.69,1.6711,195702.7
"2020-07-08 00:00:00",1.7,1.7,1.65,1.7,1.6781,515605.2
"2020-07-09 00:00:00",1.72,1.745,1.6,1.65,1.6607,937449.8
"2020-07-10 00:00:00",1.77,1.85,1.6,1.685,1.7164,916383.5
"2020-07-13 00:00:00",1.66,1.71,1.6,1.69,1.6761,232343.6
"2020-07-14 00:00:00",1.69,1.75,1.6,1.65,1.6711,1644616.4
"2020-07-16 00:00:00",1.74,1.8,1.6,1.675,1.7118,1911990.71
"2020-07-17 00:00:00",1.768,1.8,1.65,1.7,1.6924,1374488.66
"2020-07-20 00:00:00",1.7,1.8,1.65,1.7,1.6984,1681907.22
"2020-07-21 00:00:00",1.8,1.82,1.69,1.7,1.7255,2336456.14
"2020-07-22 00:00:00",1.72,1.84,1.66,1.74,1.73,4267662.3
"2020-07-23 00:00:00",1.82,1.82,1.6,1.71,1.7325,2856470.83
"2020-07-24 00:00:00",1.73,1.76,1.53,1.7,1.7232,1387177.28
"2020-07-27 00:00:00",1.8,1.815,1.605,1.74,1.7223,1669632.8
"2020-07-28 00:00:00",1.75,1.77,1.68,1.74,1.7115,1983743.55
"2020-07-29 00:00:00",1.715,1.775,1.699,1.7,1.7181,2094789.73
"2020-07-30 00:00:00",1.7,1.779,1.67,1.7,1.7088,302724.94
"2020-08-04 00:00:00",1.8,1.8,1.66,1.73,1.7199,1102839.45
"2020-08-05 00:00:00",1.78,1.78,1.35,1.72,1.724,1819226.3
"2020-08-06 00:00:00",1.815,1.82,1.67,1.74,1.7416,1535619.2
"2020-08-07 00:00:00",1.71,1.8,1.699,1.8,1.7301,2498008.18
"2020-08-10 00:00:00",1.76,1.81,1.7,1.75,1.7406,1210667.28
"2020-08-11 00:00:00",1.7,1.85,1.7,1.73,1.7362,2148694.03
"2020-08-12 00:00:00",1.78,1.8,1.7,1.73,1.7326,2326383.99
"2020-08-13 00:00:00",1.8,1.81,1.7,1.735,1.7422,1653151.72
"2020-08-14 00:00:00",1.95,1.95,1.7,1.735,1.7778,1614048.15
"2020-08-17 00:00:00",1.71,1.82,1.7,1.75,1.7369,2456947.69
"2020-08-18 00:00:00",1.83,1.83,1.7,1.71,1.7329,1917991.82
"2020-08-19 00:00:00",1.765,1.78,1.63,1.74,1.7348,2416402.45
"2020-08-20 00:00:00",1.77,1.8,1.71,1.75,1.7374,1805927.34
"2020-08-21 00:00:00",1.83,1.83,1.7,1.75,1.7577,1308389.88
"2020-08-24 00:00:00",1.75,1.79,1.7,1.75,1.73,1272442.12
"2020-08-25 00:00:00",1.82,1.845,1.7,1.75,1.7675,1568852.99
"2020-08-26 00:00:00",1.84,1.85,1.7,1.75,1.7604,1396777.42
"2020-08-27 00:00:00",1.76,1.78,1.7,1.75,1.7353,1070864
"2020-08-28 00:00:00",1.75,1.84,1.65,1.75,1.7458,3139286.5
"2020-08-31 00:00:00",1.76,1.84,1.72,1.82,1.7687,1467294.7
"2020-09-01 00:00:00",1.83,1.84,1.71,1.81,1.7458,2316443.88
"2020-09-02 00:00:00",1.84,1.84,1.725,1.75,1.759,2862876.23
"2020-09-03 00:00:00",1.75,1.8,1.725,1.75,1.7528,855236.92
"2020-09-04 00:00:00",1.84,1.84,1.74,1.78,1.7825,1282913.98
"2020-09-07 00:00:00",1.77,1.92,1.72,1.795,1.7777,2991616.78
"2020-09-08 00:00:00",1.83,1.83,1.7,1.79,1.7889,1850238.53
"2020-09-09 00:00:00",1.83,1.83,1.75,1.795,1.7985,1271962.09
"2020-09-10 00:00:00",1.82,1.84,1.73,1.795,1.7941,1014012.31
"2020-09-11 00:00:00",1.76,1.9,1.76,1.775,1.8152,2729223.77
"2020-09-14 00:00:00",1.79,1.87,1.76,1.785,1.8023,983397.9
"2020-09-15 00:00:00",1.83,1.89,1.75,1.81,1.8065,2124658.24
"2020-09-16 00:00:00",1.82,1.89,1.75,1.8,1.8167,1695743.31
"2020-09-17 00:00:00",1.85,1.935,1.765,1.79,1.8371,1922064.89
"2020-09-18 00:00:00",1.84,1.925,1.78,1.78,1.843,1049154.28
"2020-09-21 00:00:00",1.81,1.885,1.78,1.8,1.8281,1435926.84
"2020-09-22 00:00:00",1.84,1.885,1.75,1.85,1.8402,3053995.2
"2020-09-23 00:00:00",1.83,1.9,1.795,1.889,1.8504,1622776.16
"2020-09-24 00:00:00",1.85,1.91,1.8,1.9,1.8693,2420479.1
"2020-09-25 00:00:00",1.82,1.91,1.819,1.85,1.8777,2560653.32
"2020-09-28 00:00:00",1.8,1.92,1.8,1.889,1.8813,2086179.55
"2020-09-29 00:00:00",1.85,1.919,1.815,1.919,1.8709,4605941.63
"2020-09-30 00:00:00",1.845,2,1.825,1.9,1.8975,2914732.76
"2020-10-01 00:00:00",1.9,1.965,1.855,1.94,1.9046,1882461.02
"2020-10-02 00:00:00",1.923,1.95,1.875,1.899,1.9165,2803612.53
"2020-10-05 00:00:00",1.92,1.97,1.85,1.93,1.9171,1846106.42
"2020-10-06 00:00:00",1.875,1.975,1.85,1.9,1.9285,4183745.8
"2020-10-07 00:00:00",1.97,1.99,1.86,1.94,1.9457,2979105.35
"2020-10-08 00:00:00",1.94,2,1.85,1.95,1.9434,2711196.3
"2020-10-09 00:00:00",1.94,2.05,1.9,1.95,1.9715,4362799.72
"2020-10-12 00:00:00",2.0079,2.15,1.87,2,2.0132,2531439.7
"2020-10-13 00:00:00",1.95,2.065,1.9,2.05,2.0247,3415492.05
"2020-10-14 00:00:00",2,2.121,1.9,1.985,2.0403,3498974.66
"2020-10-15 00:00:00",1.98,2.2,1.95,2.1,2.0693,2065022.56
"2020-10-16 00:00:00",2.025,2.22,1.95,2,2.0689,4195338.94
"2020-10-19 00:00:00",2.04,2.2,2,2.14,2.1057,2051341.2
"2020-10-20 00:00:00",2.1,2.26,1.95,2.2,2.1399,4069082.62
"2020-10-21 00:00:00",2.05,2.201,2,2.1,2.1237,3409682.93
"2020-10-22 00:00:00",2.1,2.2,2,2.175,2.1396,3500790.82
"2020-10-23 00:00:00",2.1,2.3,2.09,2.12,2.1496,3417284.26
"2020-10-26 00:00:00",2.115,2.25,2.1,2.1,2.1681,3674097.92
"2020-10-27 00:00:00",2.15,2.25,2,2,2.156,2230396.84
"2020-10-28 00:00:00",2.16,2.22,2.1,2.2,2.1796,1470969.54
"2020-10-30 00:00:00",2.16,2.25,1.9699,2.18,2.1863,5023785.61
"2020-11-02 00:00:00",2.145,2.3,2.08,2.24,2.2145,6338879.53
"2020-11-03 00:00:00",2.16,2.26,2.04,2.225,2.215,5414811.05
"2020-11-04 00:00:00",2.2,2.27,2.06,2.24,2.2132,5360887.88
"2020-11-05 00:00:00",2.25,2.3,2.05,2.23,2.221,3582956.98
"2020-11-06 00:00:00",2.15,2.25,2,2.23,2.2134,1717775.28
"2020-11-09 00:00:00",2.24,2.25,2.05,2.24,2.2105,2893002.62
"2020-11-10 00:00:00",2.15,2.25,2.148,2.215,2.2034,2453664.75
"2020-11-11 00:00:00",2.22,2.25,2.13,2.24,2.1968,2398936.38
"2020-11-12 00:00:00",2.2,2.229,2.1,2.15,2.1611,1636229.01
"2020-11-13 00:00:00",2.18,2.23,1.92,2.13,2.1687,822655.3
"2020-11-16 00:00:00",2.1,2.18,2,2.18,2.1242,1123392.55
"2020-11-17 00:00:00",2.14,2.15,2.05,2.05,2.1136,725635.2
"2020-11-18 00:00:00",2.15,2.464,1.99,2.12,2.0906,3144622.51
"2020-11-19 00:00:00",2.085,2.26,2,2.08,2.0734,1116146.46
"2020-11-20 00:00:00",2.13,2.13,1.99,2.125,2.083,1365678.15
"2020-11-23 00:00:00",2.05,2.1,2,2.1,2.0841,1337886.65
"2020-11-24 00:00:00",2.08,2.12,1.95,2.1,2.0805,557589.15
"2020-11-25 00:00:00",2.1,2.2,2,2.1,2.0736,1410701.5
"2020-11-26 00:00:00",2.06,2.11,2.04,2.05,2.0874,1273717.41
"2020-11-27 00:00:00",2.07,2.1,2.04,2.095,2.0743,839043.44
"2020-11-30 00:00:00",2.05,2.1,1.98,2,2.0625,2610837.2
"2020-12-01 00:00:00",2.1,2.12,2,2.05,2.0557,2063719.7
"2020-12-02 00:00:00",2.05,2.1,2.03,2.04,2.0696,1145720.08
"2020-12-03 00:00:00",2.075,2.15,2,2.11,2.0639,1694793.4
"2020-12-04 00:00:00",2.075,2.12,2,2.069,2.0674,1007628.82
"2020-12-07 00:00:00",2.05,2.165,1.99,2.13,2.0684,1015653
"2020-12-08 00:00:00",2.06,2.1,2,2.04,2.0537,2599357.78
"2020-12-09 00:00:00",2.225,2.225,1.99,2.05,2.0716,1785225.37
"2020-12-10 00:00:00",2.06,2.08,2,2.04,2.0546,2368069.19
"2020-12-11 00:00:00",2.05,2.1,2.03,2.05,2.057,2091049.58
"2020-12-14 00:00:00",2,2.3,2,2.056,2.1161,2121666.34
"2020-12-15 00:00:00",2.3,2.3,2,2.06,2.11,1674052.85
"2020-12-16 00:00:00",2.06,2.3,2,2.05,2.0813,2748056.27
"2020-12-17 00:00:00",2.2,2.3,2,2.04,2.1028,1578353.3
"2020-12-18 00:00:00",2.02,2.1,2,2.041,2.0524,1888508.15
"2020-12-21 00:00:00",2.05,2.12,2,2.025,2.0434,924163.3
"2020-12-22 00:00:00",2.01,2.22,2,2.03,2.0574,1479189.29
"2020-12-23 00:00:00",2,2.1,1.9999,2,2.0295,1401263.29
"2020-12-24 00:00:00",2.04,2.08,2.015,2.03,2.0318,474382.66
"2020-12-25 00:00:00",2.03,2.06,2,2.015,2.0171,631083.55
"2020-12-28 00:00:00",2,2.15,1.97,2,2.0277,955669.9
"2020-12-29 00:00:00",1.99,2.1,1.95,2,1.993,782579.2
"2020-12-30 00:00:00",2,2.15,1.95,2.01,1.9895,621253.4
